0,0.003958
1,0.003960
2,0.003900
3,0.003936
4,0.003868
5,0.003916
6,0.003872
7,0.003987
8,0.004001
9,0.003848
10,0.003995
11,0.003902
12,0.003869
13,0.003907
14,0.003915
15,0.003753
16,0.003867
17,0.003917
18,0.003949
19,0.003864
20,0.003812
21,0.003987
22,0.003810
23,0.003878
24,0.003857
25,0.003820
26,0.003892
27,0.003878
28,0.003924
29,0.003897
30,0.003991
31,0.004006
32,0.003878
33,0.003841
34,0.003784
35,0.003820
36,0.003927
37,0.003960
38,0.003939
39,0.003870
40,0.003870
41,0.003871
42,0.003895
43,0.003808
44,0.003804
45,0.003880
46,0.003888
47,0.003845
48,0.003960
49,0.003872
50,0.004001
51,0.004028
52,0.003857
53,0.003941
54,0.004017
55,0.003895
56,0.003951
57,0.003910
58,0.003842
59,0.003761
60,0.003931
61,0.003853
62,0.003940
63,0.003829
64,0.003958
65,0.003881
66,0.003950
67,0.003950
68,0.003897
69,0.003832
70,0.003877
71,0.003900
72,0.003898
73,0.003938
74,0.003964
75,0.003885
76,0.003979
77,0.003896
78,0.003842
79,0.003811
80,0.003953
81,0.003941
82,0.003954
83,0.004006
84,0.003959
85,0.003903
86,0.003968
87,0.003908
88,0.003935
89,0.003935
90,0.003830
91,0.003923
92,0.003778
93,0.003867
94,0.003788
95,0.003962
96,0.003847
97,0.003797
98,0.003982
99,0.003894
100,0.003971
101,0.003962
102,0.003826
103,0.003875
104,0.003889
105,0.003834
106,0.003940
107,0.004062
108,0.003920
109,0.003835
110,0.003903
111,0.003909
112,0.003970
113,0.004020
114,0.003789
115,0.003956
116,0.003791
117,0.003919
118,0.003944
119,0.003947
120,0.003877
121,0.003953
122,0.003942
123,0.003892
124,0.003824
125,0.003897
126,0.003858
127,0.003883
128,0.003930
129,0.003878
130,0.003885
131,0.003893
132,0.003886
133,0.003967
134,0.003870
135,0.003848
136,0.003930
137,0.003869
138,0.003933
139,0.003943
140,0.003823
141,0.003888
142,0.003965
143,0.003902
144,0.003884
145,0.003870
146,0.003971
147,0.003915
148,0.003843
149,0.003885
150,0.003923
151,0.003959
152,0.003921
153,0.003861
154,0.003930
155,0.003966
156,0.003892
157,0.003964
158,0.003883
159,0.003920
160,0.004029
161,0.003926
162,0.003877
163,0.003922
164,0.003946
165,0.003928
166,0.003966
167,0.003916
168,0.003878
169,0.003934
170,0.003911
171,0.004025
172,0.003919
173,0.003979
174,0.003882
175,0.004052
176,0.003831
177,0.003846
178,0.003882
179,0.003866
180,0.003956
181,0.003868
182,0.003848
183,0.003944
184,0.003838
185,0.003925
186,0.003803
187,0.003948
188,0.003969
189,0.003848
190,0.004009
191,0.003926
192,0.003892
193,0.003949
194,0.003874
195,0.003867
196,0.003989
197,0.003863
198,0.003850
199,0.004044
200,0.003876
201,0.003964
202,0.004001
203,0.003985
204,0.004000
205,0.004001
206,0.003901
207,0.003906
208,0.003797
209,0.003927
210,0.003917
211,0.003862
212,0.003901
213,0.003883
214,0.004029
215,0.003863
216,0.003804
217,0.004037
218,0.003909
219,0.003799
220,0.003951
221,0.003874
222,0.003852
223,0.003790
224,0.003930
225,0.003940
226,0.003918
227,0.003834
228,0.003961
229,0.003787
230,0.003926
231,0.003856
232,0.004012
233,0.003834
234,0.003898
235,0.003910
236,0.004003
237,0.004063
238,0.003950
239,0.003934
240,0.003821
241,0.003890
242,0.003852
243,0.003860
244,0.003969
245,0.003885
246,0.003926
247,0.003834
248,0.003954
249,0.003929
250,0.003887
251,0.003874
252,0.003907
253,0.003906
254,0.003971
